id,Name,titleProject_id,class,score,login,password
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,9SjhP5i9
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,c2A0LfoZ
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,4eycVW75
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,ES5fW15U
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,Gl30C8cX
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,U697P8j2
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,2ge3rZqM
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,j4b8l48J
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,H4q3CJ2B
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,o456cd8U
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,rA6ao3P9
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,94xv9Bcf
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,X63n17zz
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,b3PDbVO3
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,98dBqFKH
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,8avHkkx4
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,tvQlNR5s
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,D94KG9c3
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,9O8QQXw6
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,XZF9XFlA
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,863aPU47
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,1ptwmURC
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,qVXuhMk6
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,I6DtjbzP
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,sduFN38u
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,nBZ7hriO
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,36w1n2V2
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,8KKjg82W
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,MWgFY005
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,dJM3gbt5
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,65eTK0Ox
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,J9SKsv3z
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,BTwJTY0F
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,53xz88Dv
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,PiAI2S6e
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,2OUcQa58
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,Q9w1DFvU
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,56eR12Tc
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,5I65OB2x
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,DCcGK7RR
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,903Yr38l
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,Bem1SKAU
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,r2i5aMb5
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,I8eK29hl
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,T1kXl9M5
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,rTqT5Niu
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,8LBR05Mf
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,2dhtBd1I
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,63najP7w
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,mY9xpj93
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,xtm3gO89
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,W5iAeJ3Z
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,TEIimFv1
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,057cskS8
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,7VCeCtt8
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,q7hW21zQ
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,DntUy26w
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,56V002m7
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,upK5T9NU
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,C1j1Vq1h
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,ATv6NdOz
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,zq79h4lM
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,a7HXXAnB
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,m4JYCULz
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,p9TvAR4Y
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,nY8jgG79
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,rzb7JY50
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,G76fuFhZ
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,knpunB2g
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,9y9I8mWH
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,EIScz1b1
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,jeL9h1iB
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,kwSe8d1p
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,1f849KFD
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,SYImD2Yw
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,BA1k2Uey
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,zQ2OjQWF
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,Hhv9jCeg
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,w8xSGA6f
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,Qp7KE57d
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,u75Y2Kzf
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,tbo6knJA
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,407P3c79
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,2z09BqAN
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,q5wiQd7r
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,mwwR67Y9
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,95JZPPv2
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,25cTh0ze
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,8Xul4Ae0
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,200Dw8Uz
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,e7Q81Q3V
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,w86n1OqH
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,7aD54628
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,2EwS63h0
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,xT3wSnHZ
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,Y1RA2iOp
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,826YNj47
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,6bUdy257
438,Милина Алена Петровна,359,8г,3,Милина_АП,DBvVgV3g
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,0cn9Dui6
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,3I1rESOP
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,v40fcVf7
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,t0P92eKw
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,n1TeYf37
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,P75653wY
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,9xAF7ZuS
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,153PAMyh
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,81G9b1XA
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,M6ESUikW
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,1RwjR9R5
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,Q5TSgQT2
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,xhms8Q50
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,5P6Oeb2B
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,Vf9BCMJs
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,D1ZdOQ6d
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,Jt4734ql
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,Pd8bS4Wu
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,o2c5Ncw9
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,tz41lX71
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,B1A2a778
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,3PB8djOe
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,44ezLii3
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,IZ0r8n49
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,nU8BLZ5e
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,68SWRs7A
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,9rSf5av2
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,uHg83sTw
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,7q4apR7F
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,TeprjtI3
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,pQ3f3KHv
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,bt4Mqtca
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,5V8o65Oy
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,7tCn7kSg
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,rG0owl47
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,V5ZgsuUF
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,ei9gJ5S3
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,5Kdputtj
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,ih955KX3
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,0jdHvcY6
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,U6t12KB3
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,EyR40A5d
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,Ln47v0vd
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,5JIcgiWH
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,4x4O04bh
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,mXnWud9H
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,6v7X2Kdf
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,rM8Oyhb1
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,2cMr6E8O
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,9EpfA02v
