id,Name,titleProject_id,class,score,login,password
35,Оболенин Герасим Павлович,472,7и,4,Оболенин_ГП,VqYmh4aW
36,Трощинский Георгий Борисович,67,9д,3,Трощинский_ГБ,
37,Поддубская Лиза Игоревна,496,10а,4,Поддубская_ЛИ,
38,Телькова Валерия Олеговна,335,7х,4,Телькова_ВО,
39,Чигварина Александра Алексеевна,428,10б,2,Чигварина_АА,
40,Киреевский Артур Игоревич,119,7в,3,Киреевский_АИ,oQ00Igdt
41,Шумейкин Роман Павлович,420,8в,5,Шумейкин_РП,
42,Трушинов Максим Алексиевич,82,8и,4,Трушинов_МА,
43,Голюков Денис Сергеевич,62,11б,4,Голюков_ДС,0SKNjpIj
44,Хлиманкова Надежда Валерьевна,461,10б,3,Хлиманкова_НВ,
45,Кулаженков Алексей Олегович,367,10в,2,Кулаженков_АО,
46,Бутукин Владимир Адамович,221,7х,5,Бутукин_ВА,CScfH2qY
47,Поддуев Леонид Олегович,149,9х,4,Поддуев_ЛО,
48,Ревцев Василий Павлович,360,9х,5,Ревцев_ВП,yFJ8aZ0r
49,Старокожев Артём Юрьевич,46,8д,3,Старокожев_АЮ,
50,Светошев Максим Михаилович,321,10х,2,Светошев_ММ,
51,Старынина Кристина Федоровна,266,9д,3,Старынина_КФ,
52,Востров Дмитрий Денисович,282,9г,3,Востров_ДД,jNMXR7D9
53,Бураханова Анастасия Леонидовна,16,8г,2,Бураханова_АЛ,
54,Понизов Виктор Кириллович,214,11и,5,Понизов_ВК,gdFlO5rk
55,Суздалев Валерий Алексеевич,66,11т,5,Суздалев_ВА,j3M6UIBa
56,Колендин Дмитрий Алексеевич,153,10в,4,Колендин_ДА,FQHXUkH4
57,Сулькова Екатерина Андреевна,325,8и,4,Сулькова_ЕА,
58,Аржевитова Надежда Федоровна,242,10в,2,Аржевитова_НФ,8UWY9T1j
59,Крассов Валерий Олегович,201,8х,5,Крассов_ВО,5q2t4dP9
60,Сонураева Инна Андреевна,450,9т,3,Сонураева_ИА,Z2ZwjcXU
61,Пашин Роман Вадимович,204,10д,2,Пашин_РВ,OZs4R4om
62,Фичкина Евгения Федоровна,29,11д,3,Фичкина_ЕФ,
63,Свилин Олег Виталиевич,123,8в,2,Свилин_ОВ,8ty6jBBY
64,Рогоцкий Андрей Адамович,142,9в,2,Рогоцкий_АА,CASzIe9M
65,Ахантьев Игорь Валериевич,80,10д,5,Ахантьев_ИВ,
66,Сочиникова Ксения Кирилловна,100,10д,2,Сочиникова_КК,qIc3m3qP
67,Остюков Артур Романович,329,11и,3,Остюков_АР,5vY3ABU3
68,Брюкина Оксана Викторовна,98,8в,5,Брюкина_ОВ,U6qAB1si
69,Кузовенков Игорь Юрьевич,322,9г,None,Кузовенков_ИЮ,RXQn4Mgf
70,Калухов Тарас Иванович,207,11а,3,Калухов_ТИ,
71,Батыров Пётр Виталиевич,227,7и,3,Батыров_ПВ,7M7T5UMx
72,Озрина Катерина Валерьевна,147,10а,4,Озрина_КВ,6LBWaHuE
73,Декалова Полина Леонидовна,470,11д,5,Декалова_ПЛ,VUI4dwrW
74,Лосицкий Владимир Кириллович,369,9т,5,Лосицкий_ВК,4MuVAvho
75,Магнусов Пётр Максимович,437,7и,5,Магнусов_ПМ,7nAl2VgP
76,Лавренков Михаил Василиевич,188,9б,2,Лавренков_МВ,
77,Шушкалова Вероника Алексеевна,411,8т,5,Шушкалова_ВА,qb4Td5tv
78,Бороданова Маргарита Дмитриевна,118,7г,5,Бороданова_МД,ZkGU0EdD
79,Циркина Виолетта Федоровна,231,9г,2,Циркина_ВФ,
80,Болохина Екатерина Андреевна,194,11д,3,Болохина_ЕА,g701Mq2G
81,Чукалова Дарья Валерьевна,20,10г,4,Чукалова_ДВ,oAEe3gsI
82,Беловолов Степан Петрович,222,9д,2,Беловолов_СП,L4HzbEWy
83,Зудейкина Вероника Ивановна,166,8и,3,Зудейкина_ВИ,SK2b0IVv
84,Макунова Мария Борисовна,47,9в,5,Макунова_МБ,MipBoKw0
85,Верзанский Геннадий Андреевич,497,7д,5,Верзанский_ГА,8YLeUOoR
86,Алтубин Ярослав Леонидович,414,10г,5,Алтубин_ЯЛ,D7T9j1YE
87,Аузин Игорь Алексиевич,435,8х,5,Аузин_ИА,E4jqGwAh
88,Калыгин Степан Тимофеевич,353,8и,2,Калыгин_СТ,mqM04nQ5
89,Дурныгина Полина Игоревна,72,8и,2,Дурныгина_ПИ,qiRIi0Sy
90,Антюфеева Александра Вадимовна,347,8и,2,Антюфеева_АВ,
91,Лощинский Борис Романович,210,10б,3,Лощинский_БР,0Q5cBzP8
92,Ходорков Евгений Виталиевич,344,9г,5,Ходорков_ЕВ,5XfXmLmZ
93,Кафорин Федор Данилович,427,10д,3,Кафорин_ФД,
94,Косынская Алиса Дмитриевна,40,9в,3,Косынская_АД,0Yc9evDG
95,Беремцев Артём Антонович,434,11т,2,Беремцев_АА,Tc2XyUcN
96,Влянская Мария Андреевна,490,7т,4,Влянская_МА,YnbPQNf8
97,Мыгеева Лиза Василевна,280,8в,5,Мыгеева_ЛВ,
98,Акутникова Мария Алексеевна,173,11в,2,Акутникова_МА,5dMO4jDb
99,Карябкин Константин Максимович,89,7и,2,Карябкин_КМ,S8kVGx9q
100,Прилепина Яна Максимовна,30,10в,5,Прилепина_ЯМ,fr6kabNr
101,Ведищев Никита Георгиевич,365,7и,5,Ведищев_НГ,psx0VkJl
102,Самчева Вероника Борисовна,287,10г,3,Самчева_ВБ,HdlEr7we
103,Пирцхалова Карина Леонидовна,452,10г,5,Пирцхалова_КЛ,Yt4BrLJe
104,Павлочев Денис Борисович,432,11д,5,Павлочев_ДБ,
105,Арашкова Екатерина Евгеньевна,356,8х,None,Арашкова_ЕЕ,Jan8miDq
106,Байсарова Людмила Василевна,215,11и,2,Байсарова_ЛВ,k0qLOKn2
107,Кудекина Зинаида Игоревна,250,10и,3,Кудекина_ЗИ,
108,Дерналов Виталий Викторович,1,9г,4,Дерналов_ВВ,
109,Сазинова Галина Романовна,61,9и,3,Сазинова_ГР,S24O3DeM
110,Остаченова Марина Эдуардовна,229,9т,5,Остаченова_МЭ,vysD8d5C
111,Битюкова Яна Егоровна,488,9и,4,Битюкова_ЯЕ,
112,Иваницкий Константин Борисович,232,8д,5,Иваницкий_КБ,NfnTvCx4
113,Белянский Владислав Игоревич,74,11б,5,Белянский_ВИ,
114,Баранкин Артём Алексеевич,382,9т,2,Баранкин_АА,xOScxNh9
115,Шкабанова Софья Вадимовна,499,9х,4,Шкабанова_СВ,
116,Полозлов Денис Адамович,155,8т,3,Полозлов_ДА,vIIhDPr9
117,Жунина Светлана Михайловна,162,8в,3,Жунина_СМ,wtaco7aT
118,Пантыкин Борис Игоревич,245,9х,2,Пантыкин_БИ,9aBbN7nE
119,Доутова Марина Богдановна,189,11х,2,Доутова_МБ,c3eSqo1U
120,Трещалова Яна Андреевна,330,8б,3,Трещалова_ЯА,oQel9Er3
121,Ивашечкин Александр Данилович,390,10т,4,Ивашечкин_АД,
122,Мазьянова Инна Богдановна,416,11в,4,Мазьянова_ИБ,3dvIfqp7
123,Корогев Николай Евгеньевич,184,8б,5,Корогев_НЕ,
124,Заидова Галина Максимовна,88,9т,4,Заидова_ГМ,gtQ3LgxS
125,Рамхин Кирилл Алексиевич,459,9х,4,Рамхин_КА,pbU8BUZ1
126,Кизбабаев Эдуард Фёдорович,415,11т,2,Кизбабаев_ЭФ,olE43SSv
127,Соурчаков Ярослав Валериевич,268,8б,2,Соурчаков_ЯВ,
128,Мотяшева Алена Михайловна,404,7т,2,Мотяшева_АМ,
129,Горшкова Наталия Яковлевна,340,11а,2,Горшкова_НЯ,c8mqG5ux
130,Зябрицкий Игорь Виталиевич,332,7а,5,Зябрицкий_ИВ,8vauHaRP
131,Шельдяев Игорь Юриевич,97,7д,5,Шельдяев_ИЮ,mWFXQJn0
132,Шмелькин Максим Викторович,483,9т,5,Шмелькин_МВ,YqUqbf3Z
133,Жалкин Алексей Алексеевич,43,7а,3,Жалкин_АА,VpDGKxH9
134,Худасов Денис Максимович,70,10д,2,Худасов_ДМ,0AtHG63w
135,Швичкова Наталья Эдуардовна,398,7г,4,Швичкова_НЭ,59OzSID7
136,Едская Жанна Валерьевна,436,11в,4,Едская_ЖВ,aTB5HUp3
137,Поморзина Полина Евгеньевна,122,7д,4,Поморзина_ПЕ,73whHuLm
138,Будачева Кира Олеговна,55,11х,4,Будачева_КО,6XIYQcSP
139,Молкаев Василий Валериевич,216,8д,2,Молкаев_ВВ,7Cw38Q2h
140,Яцынин Константин Тимофеевич,285,7г,2,Яцынин_КТ,
141,Маховиков Василий Петрович,391,7х,4,Маховиков_ВП,tgT51zMR
142,Шаметова Евгения Вадимовна,463,7а,2,Шаметова_ЕВ,
143,Законнова Жанна Евгеньевна,442,11и,None,Законнова_ЖЕ,IMw0g93z
144,Перчихин Аркадий Тимофеевич,164,10т,3,Перчихин_АТ,
145,Бурдасова Ксения Игоревна,203,9а,3,Бурдасова_КИ,gp60Keh5
146,Киссин Степан Иванович,251,7х,5,Киссин_СИ,G4ncuGGa
147,Вапилина Мария Егоровна,77,7д,2,Вапилина_МЕ,
148,Сигутина Дарья Федоровна,458,7б,2,Сигутина_ДФ,AOzgwUk4
149,Сошьяков Альберт Фёдорович,17,7т,4,Сошьяков_АФ,
150,Лугахина Клара Вадимовна,419,8в,4,Лугахина_КВ,R4toASgr
151,Логецкий Анатолий Виталиевич,372,11б,4,Логецкий_АВ,RDN6drlE
152,Ковайкова Юлия Егоровна,75,10г,2,Ковайкова_ЮЕ,CSlNJV6R
153,Вермутский Валерий Петрович,447,9и,5,Вермутский_ВП,vLjXzPk4
154,Россомахов Олег Юриевич,56,8в,2,Россомахов_ОЮ,i5OxmS3W
155,Циплакова Екатерина Егоровна,471,9б,5,Циплакова_ЕЕ,kuL5RKVS
156,Квятцева Алла Никитична,138,11в,2,Квятцева_АН,pAO8zj1h
157,Выхухолева Лариса Василевна,384,8б,5,Выхухолева_ЛВ,R5sn7CUf
158,Целохов Андрей Вадимович,433,8и,5,Целохов_АВ,T0omC4I3
159,Бендин Иван Яковлевич,71,8и,4,Бендин_ИЯ,70iuxxIi
160,Лазученков Василий Алексеевич,381,7х,2,Лазученков_ВА,zWF0h8q8
161,Скоропухов Михаил Василиевич,69,10и,3,Скоропухов_МВ,xdwRnjr8
162,Мухонкин Тарас Романович,126,9и,4,Мухонкин_ТР,hS594oTN
163,Камерцев Владимир Кириллович,303,7а,3,Камерцев_ВК,sATxNOU9
164,Сандрыкина Анна Олеговна,324,10т,2,Сандрыкина_АО,I0arQi97
165,Недбайлов Алексей Денисович,15,7т,2,Недбайлов_АД,
166,Серпков Ярослав Георгиевич,380,10б,4,Серпков_ЯГ,UJCmJ7UY
167,Хатшуклов Аркадий Николаевич,42,11т,4,Хатшуклов_АН,7NOkiYmc
168,Литвалиева Алиса Егоровна,10,11и,3,Литвалиева_АЕ,
169,Енесина Лиза Валерьевна,293,9б,5,Енесина_ЛВ,t7DA0mLO
170,Пикальков Эдуард Алексиевич,21,8д,5,Пикальков_ЭА,2uRROUHV
171,Сачинский Валентин Кириллович,125,10т,2,Сачинский_ВК,
172,Тарзанова Евгения Аркадьевна,96,9д,2,Тарзанова_ЕА,
173,Лапундин Юрий Игоревич,267,8и,5,Лапундин_ЮИ,OkjHdMS8
174,Личева Лиза Михайловна,453,9б,3,Личева_ЛМ,
175,Смароверов Яков Борисович,131,11в,4,Смароверов_ЯБ,4VcnRv9C
176,Вереина Алла Василевна,295,10и,3,Вереина_АВ,8IAryD7Y
177,Погиблева Дарья Леонидовна,283,9в,5,Погиблева_ДЛ,lF05yLxY
178,Байнова Анастасия Вадимовна,363,7б,3,Байнова_АВ,
179,Шиловский Вячеслав Максимович,438,9и,4,Шиловский_ВМ,dj6VjoiJ
180,Сыждиков Пётр Василиевич,494,11х,5,Сыждиков_ПВ,MFkIt0qa
181,Каценова Алёна Эдуардовна,165,11т,2,Каценова_АЭ,pnk9aI6l
182,Мужицких Ева Олеговна,348,8х,3,Мужицких_ЕО,yHe03wit
183,Плеснецов Степан Юрьевич,22,10а,2,Плеснецов_СЮ,zr4MnsZ0
184,Игумнова Алёна Сергеевна,114,9д,4,Игумнова_АС,qgbseCc1
185,Хадаров Владимир Валериевич,278,11т,5,Хадаров_ВВ,5mPzmIVp
186,Ступакова Кира Ивановна,421,8и,3,Ступакова_КИ,I7qcVCWs
187,Шоленинов Федор Максимович,286,11т,4,Шоленинов_ФМ,
188,Гундаров Руслан Николаевич,158,9д,4,Гундаров_РН,21H4GyTP
189,Гречишева Марина Андреевна,464,7д,2,Гречишева_МА,
190,Утилова Алена Андреевна,253,11д,3,Утилова_АА,f8OLgElP
191,Роткичева Алиса Максимовна,410,10а,4,Роткичева_АМ,Cg7QQxgn
192,Колтышева Марина Вадимовна,87,11г,4,Колтышева_МВ,U0mbkezL
193,Гурычева Лариса Валерьевна,489,9б,2,Гурычева_ЛВ,
194,Горцева Кристина Никитична,246,8и,4,Горцева_КН,1x8V9zIu
195,Кутурин Геннадий Денисович,197,9в,2,Кутурин_ГД,Lw07hHwm
196,Стефанков Яков Евгеньевич,318,10г,3,Стефанков_ЯЕ,yWESom1o
197,Множина Людмила Василевна,90,8б,2,Множина_ЛВ,9EMipuR3
198,Семисалов Георгий Иванович,316,9в,3,Семисалов_ГИ,
199,Рогалов Альберт Валериевич,327,9б,2,Рогалов_АВ,
200,Черетаева Анастасия Олеговна,341,9б,2,Черетаева_АО,Ezw5njln
201,Радоминова Любовь Игоревна,25,9и,5,Радоминова_ЛИ,PN4QEoFu
202,Шувырина Лиза Андреевна,395,9а,5,Шувырина_ЛА,
203,Калиженков Семён Алексеевич,401,11а,4,Калиженков_СА,J2aD0L7Z
204,Старокашин Константин Петрович,309,10а,3,Старокашин_КП,
205,Малтоцов Аркадий Яковлевич,218,8а,3,Малтоцов_АЯ,
206,Кузеванова Ева Егоровна,116,7д,2,Кузеванова_ЕЕ,
207,Нурулина Алёна Егоровна,284,9х,2,Нурулина_АЕ,2OSWm05s
208,Лератов Герасим Сергеевич,374,10а,4,Лератов_ГС,
209,Людин Руслан Аркадиевич,498,7и,3,Людин_РА,3uns7Xa6
210,Пурин Виктор Данилович,154,8и,5,Пурин_ВД,Dtrllu4m
211,Лютов Виктор Юрьевич,288,11г,2,Лютов_ВЮ,yYNNSA78
212,Марюшкина Яна Федоровна,345,10д,5,Марюшкина_ЯФ,Z4uHtcow
213,Томилова Кристина Михайловна,492,11б,3,Томилова_КМ,ofp2cZCJ
214,Дистерев Валерий Валериевич,24,7г,3,Дистерев_ВВ,
215,Дочкин Геннадий Алексиевич,52,11и,5,Дочкин_ГА,mE2EnoWr
216,Иняхин Руслан Сергеевич,234,7и,5,Иняхин_РС,n6D9GMz1
217,Знайкова Раиса Егоровна,148,11х,3,Знайкова_РЕ,
218,Кашавцев Аркадий Леонидович,58,7а,4,Кашавцев_АЛ,1X9WxC4K
219,Пятернина Кристина Андреевна,445,7и,2,Пятернина_КА,sHhob1qj
220,Гусеева Карина Викторовна,263,9и,2,Гусеева_КВ,
221,Кастева Яна Сергеевна,108,7и,2,Кастева_ЯС,
222,Гришанин Тарас Павлович,113,10т,2,Гришанин_ТП,
223,Грамоткин Илья Викторович,195,8д,5,Грамоткин_ИВ,V03BLWZc
224,Мелисин Геннадий Василиевич,465,10г,2,Мелисин_ГВ,hIxH9M1h
225,Цинина Светлана Яковлевна,105,11г,5,Цинина_СЯ,
226,Петов Георгий Адамович,57,9а,2,Петов_ГА,
227,Реева Валентина Максимовна,146,11и,5,Реева_ВМ,
228,Слесивых Мария Аркадьевна,35,7и,5,Слесивых_МА,
229,Афтаева Полина Ивановна,193,10д,5,Афтаева_ПИ,XbwWoRp2
230,Кривицкий Валентин Виталиевич,208,8х,5,Кривицкий_ВВ,
231,Чубатов Константин Леонидович,279,11а,4,Чубатов_КЛ,gAkNc6k1
232,Партенков Геннадий Павлович,418,8х,3,Партенков_ГП,PJiKx4iS
233,Черушев Григорий Борисович,84,7г,4,Черушев_ГБ,Ax1x5rKt
234,Тютекин Георгий Тимофеевич,262,7а,2,Тютекин_ГТ,
235,Янкевский Вячеслав Адамович,167,11г,4,Янкевский_ВА,
236,Сухручкина Клавдия Аркадьевна,177,7в,4,Сухручкина_КА,Aq51JhXI
237,Конофалова Клара Петровна,95,11д,5,Конофалова_КП,
238,Лигасов Михаил Павлович,491,11г,4,Лигасов_МП,87oJAmFV
239,Писарьков Альберт Игоревич,313,8в,4,Писарьков_АИ,
240,Варов Кирилл Иванович,28,8а,5,Варов_КИ,P7heMcn7
241,Пурынов Евгений Петрович,244,9и,3,Пурынов_ЕП,
242,Супрутская Вероника Викторовна,187,9а,2,Супрутская_ВВ,0yq9cYTX
243,Скроцкая Алина Федоровна,127,8г,3,Скроцкая_АФ,
244,Барадулин Вадим Юрьевич,281,11х,3,Барадулин_ВЮ,Dig1g8bk
245,Точилин Дмитрий Фёдорович,476,8а,2,Точилин_ДФ,ztnRfmn9
246,Бикмуллин Руслан Валериевич,333,11т,2,Бикмуллин_РВ,IlyFT3Vc
247,Серпичев Василий Алексиевич,394,10х,5,Серпичев_ВА,QgwIgg9p
248,Вострышев Яков Аркадиевич,343,8г,5,Вострышев_ЯА,zXAG6Stt
249,Грушчева София Евгеньевна,480,11в,None,Грушчева_СЕ,kMqKf1tl
250,Кулапов Александр Юрьевич,109,9б,5,Кулапов_АЮ,stjftM97
251,Чибисенков Владислав Фёдорович,375,8х,3,Чибисенков_ВФ,j4FW9AsD
252,Утилов Роман Василиевич,254,9х,2,Утилов_РВ,iQzph36i
253,Татаурова Галина Федоровна,145,10т,4,Татаурова_ГФ,dxa9od5Y
254,Визавитина Наталия Леонидовна,101,10г,2,Визавитина_НЛ,e0ws6Nju
255,Мягченков Артём Денисович,115,7б,4,Мягченков_АД,
256,Брикова Инна Богдановна,256,9б,4,Брикова_ИБ,4qF1ZfS9
257,Наторкин Валентин Данилович,319,7и,2,Наторкин_ВД,keOb1NBH
258,Эштрекова Софья Алексеевна,76,9в,3,Эштрекова_СА,nS764y5m
259,Кутаманова Кира Андреевна,182,10т,2,Кутаманова_КА,
260,Кыштымова Евгения Эдуардовна,255,8в,5,Кыштымова_ЕЭ,7OYgFrsR
261,Ккнязева Клавдия Дмитриевна,34,7б,5,Ккнязева_КД,B0CxVqH1
262,Глаголина Алиса Никитична,249,9д,2,Глаголина_АН,
263,Рисина Раиса Валерьевна,451,10а,4,Рисина_РВ,z45IhfZr
264,Ребров Алексей Георгиевич,289,8и,3,Ребров_АГ,9WAOYTki
265,Вырысалова Александра Евгеньевна,39,11и,2,Вырысалова_АЕ,9gJjctJC
266,Гомольский Владимир Юриевич,314,11х,5,Гомольский_ВЮ,4XQMUJif
267,Швинова Марина Федоровна,271,8г,5,Швинова_МФ,
268,Рудковская Инна Дмитриевна,6,7т,3,Рудковская_ИД,
269,Решеткина Дарья Василевна,408,10и,3,Решеткина_ДВ,agH6cFO8
270,Евстихеев Игорь Василиевич,422,10х,5,Евстихеев_ИВ,mY9uhGIp
271,Лазарина Алёна Федоровна,161,8б,3,Лазарина_АФ,BVopB2rf
272,Гляченков Григорий Николаевич,431,10а,5,Гляченков_ГН,b1SzOgVU
273,Чардынцева Алина Вадимовна,135,10д,3,Чардынцева_АВ,
274,Скаредов Яков Иванович,337,9т,5,Скаредов_ЯИ,Xu89MMF0
275,Юрицкий Эдуард Денисович,192,7д,3,Юрицкий_ЭД,kFk7Ntr8
276,Кравчина Светлана Аркадьевна,413,11г,5,Кравчина_СА,
277,Чмареткова Полина Вадимовна,449,10а,2,Чмареткова_ПВ,
278,Углова Галина Романовна,260,9г,3,Углова_ГР,GzLVn5z3
279,Згуровская Виктория Андреевна,220,9т,4,Згуровская_ВА,ZgDzdSL9
280,Секерский Станислав Сергеевич,235,10а,4,Секерский_СС,8tCYNLYQ
281,Жевайкин Евгений Адамович,86,11г,3,Жевайкин_ЕА,
282,Коточигов Семён Игоревич,26,9д,5,Коточигов_СИ,Guq0YFc5
283,Калонин Альберт Денисович,297,8б,2,Калонин_АД,pyahV6pU
284,Валягин Григорий Антонович,94,10в,4,Валягин_ГА,QTw035fV
285,Коцева Кристина Николаевна,412,9г,3,Коцева_КН,akZIg6C2
286,Голина Кристина Максимовна,3,7х,3,Голина_КМ,LbeAp3bo
287,Батрамеев Анатолий Романович,354,9х,3,Батрамеев_АР,PHkF8u4Y
288,Чикмарев Валентин Валериевич,306,9и,5,Чикмарев_ВВ,
289,Киницына Валерия Олеговна,202,7х,4,Киницына_ВО,hu5k4ALJ
290,Числин Юрий Денисович,121,7в,2,Числин_ЮД,fQ0oTb3L
291,Стебунова Юлия Романовна,358,9т,3,Стебунова_ЮР,AbPn8Xj9
292,Кацов Павел Павлович,236,10г,5,Кацов_ПП,3wQBYIRQ
293,Гоцев Тарас Викторович,41,8в,3,Гоцев_ТВ,
294,Мотовицкий Роман Аркадиевич,31,11и,5,Мотовицкий_РА,XLXm5yQQ
295,Чурзина Клара Егоровна,308,10б,3,Чурзина_КЕ,kNGZisj0
296,Щепалкина Валерия Сергеевна,134,9б,4,Щепалкина_ВС,Zz3RbwAH
297,Утимишев Ярослав Игоревич,239,11а,3,Утимишев_ЯИ,
298,Алуханов Кирилл Фёдорович,298,7т,2,Алуханов_КФ,GH3OtJDZ
299,Полунеев Валентин Валериевич,307,8и,2,Полунеев_ВВ,3TrZxSEc
300,Крупенова Наталия Андреевна,209,7в,5,Крупенова_НА,I0F2dqL4
301,Корнюшин Илья Юрьевич,44,10т,3,Корнюшин_ИЮ,Z6NjI2Ap
302,Паушева Виолетта Никитична,310,8г,4,Паушева_ВН,VbykY1ny
303,Берзин Герасим Антонович,349,11т,5,Берзин_ГА,
304,Шулунова Алла Алексеевна,54,7д,4,Шулунова_АА,
305,Трепашова София Яковлевна,399,11а,2,Трепашова_СЯ,
306,Чумейкин Константин Антонович,8,8б,5,Чумейкин_КА,p78Q8EMK
307,Польшиков Денис Игоревич,495,9и,2,Польшиков_ДИ,8NYsFwmA
308,Медоусова Жанна Романовна,252,7б,2,Медоусова_ЖР,5OeK2eCr
309,Акуратова Клавдия Андреевна,92,9г,5,Акуратова_КА,
310,Курмеева Елизавета Валерьевна,486,8а,5,Курмеева_ЕВ,DnxYT3Ue
311,Бадов Александр Аркадиевич,217,10г,3,Бадов_АА,
312,Бакушин Эдуард Адамович,265,7б,5,Бакушин_ЭА,
313,Чебина Инна Сергеевна,273,10т,2,Чебина_ИС,
314,Подледнова Наталья Ивановна,112,11и,3,Подледнова_НИ,DRXd6FbF
315,Садгеева Лиза Евгеньевна,460,11г,3,Садгеева_ЛЕ,7fEwy3hi
316,Акушин Борис Павлович,493,9т,2,Акушин_БП,
317,Аришев Руслан Кириллович,379,10т,3,Аришев_РК,ECh8oMFo
318,Гуслова Кристина Олеговна,389,9в,2,Гуслова_КО,hUc32IQX
319,Глоточкина Оксана Аркадьевна,370,9и,5,Глоточкина_ОА,WFI6C8iH
320,Шапина Маргарита Романовна,163,8б,5,Шапина_МР,
321,Дурылин Георгий Валериевич,261,11т,4,Дурылин_ГВ,
322,Болкисева Анна Викторовна,248,7х,4,Болкисева_АВ,JQ5X0Kv9
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,ZSpOJf4U
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,FrtY8C2e
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,vKWSeA6S
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,xv8TIHH9
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,SbJRb6rH
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,4DaT3EvL
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,qJMu6tfH
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,ewRjT4gk
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,uLDHH3Yq
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,WydwRa4c
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,yqRmWv2v
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,2UUQFFne
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,5qiDxYZM
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,OgZ63iDM
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,2KamuJgK
